DATE,Hour,Time Slot,Purchase Bid (MW),Sell Bid (MW),MCV (MW),Final Scheduled Volume (MW),MCP (Rs/MWh) *,MCP (Rs/MWh) *
08-03-2021,20,19:45 - 20:00,11222.1,6821,6729,6729,5700.54,5701.54
08-03-2021,21,20:00 - 20:15,10803.3,6179,6162,6162,6000.46,6001.46
08-03-2021,21,20:15 - 20:30,10422.2,6043.6,5981.67,5981.67,5999.4,6000.4
08-03-2021,21,20:30 - 20:45,10090.3,6312.9,6036.7,6036.7,5200.43,5201.43
08-03-2021,21,20:45 - 21:00,9620,6650.4,5902.24,5902.24,4835.71,4836.71
08-03-2021,22,21:00 - 21:15,8996.8,6394.1,5743.6,5743.6,4500.09,4501.09
08-03-2021,22,21:15 - 21:30,8560.6,6547.2,5502.8,5502.8,4165.68,4166.68
08-03-2021,22,21:30 - 21:45,8382,6204.2,5292.1,5292.1,4413.08,4414.08
08-03-2021,22,21:45 - 22:00,7952.5,6288.8,5093.3,5093.3,3999.01,4000.01
08-03-2021,23,22:00 - 22:15,8264.4,6381,5140.7,5140.7,3529.92,3530.92
08-03-2021,23,22:15 - 22:30,7903.6,6324,4719.3,4719.3,3529.11,3530.11
08-03-2021,23,22:30 - 22:45,7733.7,6465.2,4688,4688,3500.59,3501.59
08-03-2021,23,22:45 - 23:00,8151.2,6502.7,4995.5,4995.5,3555.99,3556.99
08-03-2021,24,23:00 - 23:15,8490,6948.2,5197,5197,3900.36,3901.36
08-03-2021,24,23:15 - 23:30,8904.9,7073.2,5372,5372,4000,4001
08-03-2021,24,23:30 - 23:45,9107.5,7503.1,5651.9,5651.9,3900.32,3901.32
08-03-2021,24,23:45 - 24:00,9291.7,7790.6,5839.4,5839.4,3900.63,3901.63
09-03-2021,1,00:00 - 00:15,9480.5,9767.1,7229.12,7229.12,3469.05,3470.05
09-03-2021,1,00:15 - 00:30,9530.9,10434.8,7287.96,7287.96,3448.02,3449.02
09-03-2021,1,00:30 - 00:45,9500.9,10702.7,7263.4,7263.4,3429.96,3430.96
09-03-2021,1,00:45 - 01:00,9464,11145.7,7260.89,7260.89,3379.84,3380.84
09-03-2021,2,01:00 - 01:15,9469.4,11611.9,7340.97,7340.97,3305.87,3306.87
09-03-2021,2,01:15 - 01:30,9452.6,11883.9,7361.54,7361.54,3294.74,3295.74
09-03-2021,2,01:30 - 01:45,9357.5,11915.5,7362.05,7362.05,3294.61,3295.61
09-03-2021,2,01:45 - 02:00,9250.1,12199.5,7272.02,7272.02,3249.02,3250.02
09-03-2021,3,02:00 - 02:15,9314.6,12840.8,7400.6,7400.6,3239.33,3240.33
09-03-2021,3,02:15 - 02:30,9270.3,13027.9,7320,7320,3209.39,3210.39
09-03-2021,3,02:30 - 02:45,9311.7,12875.9,7303.4,7303.4,3229.66,3230.66
09-03-2021,3,02:45 - 03:00,9247,12969.9,7297.2,7297.2,3209.39,3210.39
09-03-2021,4,03:00 - 03:15,9140.8,13075.3,7280.3,7280.3,3131.06,3132.06
09-03-2021,4,03:15 - 03:30,9205.8,13084.3,7344.9,7344.9,3131.38,3132.38
09-03-2021,4,03:30 - 03:45,9341.9,13243.3,7480.7,7480.7,3131.08,3132.08
09-03-2021,4,03:45 - 04:00,9406.1,13236.3,7547.2,7547.2,3109.89,3110.89
09-03-2021,5,04:00 - 04:15,9675.4,13160.8,7667.3,7667.3,3109.93,3110.93
09-03-2021,5,04:15 - 04:30,9557.8,12629.9,7499,7499,3217.88,3218.88
09-03-2021,5,04:30 - 04:45,9518,12249,7466.2,7466.2,3209.62,3210.62
09-03-2021,5,04:45 - 05:00,9678.3,11740,7598.5,7598.5,3265.64,3266.64
09-03-2021,6,05:00 - 05:15,10113.4,11036.5,8128.6,8128.6,3448.5,3449.5
09-03-2021,6,05:15 - 05:30,10935.4,11713.4,8847.1,8847.1,3442.41,3443.41
09-03-2021,6,05:30 - 05:45,11947.1,11726.8,9610.4,9610.4,3500.8,3501.8
09-03-2021,6,05:45 - 06:00,12731,11978.9,10057.5,10057.5,3600.64,3601.64
09-03-2021,7,06:00 - 06:15,12996.9,12168.7,10826.8,10826.8,4000.07,4001.07
09-03-2021,7,06:15 - 06:30,14026.3,12630.4,11456.39,11456.39,4341.61,4342.61
09-03-2021,7,06:30 - 06:45,14511.8,12762.3,12063.2,12063.2,4489.74,4490.74
09-03-2021,7,06:45 - 07:00,14888.1,12985.6,12388.6,12388.6,4750.06,4751.06
09-03-2021,8,07:00 - 07:15,14877.2,12779.4,12229.91,12229.92,4900.4,4901.4
09-03-2021,8,07:15 - 07:30,15436.2,12727,12503.8,12503.8,5250.29,5251.29
09-03-2021,8,07:30 - 07:45,15002.4,12505,12281.8,12281.8,5000.87,5001.87
09-03-2021,8,07:45 - 08:00,14677.4,12439.8,11894.3,11894.3,4989.19,4990.19
09-03-2021,9,08:00 - 08:15,13602.2,12748.7,11242.9,11242.9,4401.55,4402.55
09-03-2021,9,08:15 - 08:30,12970,12487.3,10727.4,10727.4,4341.62,4342.62
09-03-2021,9,08:30 - 08:45,12288.1,11553.5,10177.6,10177.6,4469.51,4470.51
09-03-2021,9,08:45 - 09:00,11788.4,10546.2,9759.41,9759.4,4500.7,4501.7
09-03-2021,10,09:00 - 09:15,11096.4,9010.8,8501.7,8501.7,4999.41,5000.41
09-03-2021,10,09:15 - 09:30,11057.2,8332.3,8142.3,8142.3,5800.13,5801.13
09-03-2021,10,09:30 - 09:45,10739.6,7597.1,7562.1,7562.1,6300.24,6301.24
09-03-2021,10,09:45 - 10:00,10322.7,7284.1,7249.1,7249.1,6300.06,6301.06
09-03-2021,11,10:00 - 10:15,9533.2,7744.6,7054.9,7054.9,4489.95,4490.95
09-03-2021,11,10:15 - 10:30,9838.3,7788.1,7231.3,7231.3,4999.3,5000.3
09-03-2021,11,10:30 - 10:45,10288.7,8048.5,7710.4,7710.4,5000.15,5001.15
09-03-2021,11,10:45 - 11:00,10009.7,8108.3,7432,7432,4489.99,4490.99
09-03-2021,12,11:00 - 11:15,10172.4,8513.9,7639.18,7639.18,4508.86,4509.86
09-03-2021,12,11:15 - 11:30,10016.2,8956.4,7591.6,7591.6,4401.36,4402.36
09-03-2021,12,11:30 - 11:45,10099,9292,7532.4,7532.4,4124.64,4125.64
09-03-2021,12,11:45 - 12:00,10074.9,9787.8,7663.2,7663.2,3769.49,3770.49
09-03-2021,13,12:00 - 12:15,10283.2,10265.5,7917.5,7917.5,3600.8,3601.8
09-03-2021,13,12:15 - 12:30,10447.9,10700,8226,8226,3500.51,3501.51
09-03-2021,13,12:30 - 12:45,10466.3,10966.5,8505.5,8505.5,3450.71,3451.71
09-03-2021,13,12:45 - 13:00,10303.3,11674.3,8557.8,8557.8,3337.43,3338.43
09-03-2021,14,13:00 - 13:15,9571.7,12475.6,7990,7990,3294.03,3295.03
09-03-2021,14,13:15 - 13:30,9193.4,13017.4,7713.7,7713.7,3027.71,3028.71
09-03-2021,14,13:30 - 13:45,9317.3,13575.9,8030.9,8030.9,3000.21,3001.21
09-03-2021,14,13:45 - 14:00,9523.9,14122.9,8283.2,8283.2,2947.24,2948.24
09-03-2021,15,14:00 - 14:15,10169.5,13607.8,8781,8781,3109.23,3110.23
09-03-2021,15,14:15 - 14:30,10842.5,13481.8,9412.4,9412.4,3199.86,3200.86
09-03-2021,15,14:30 - 14:45,11248.4,13049.6,9780.9,9780.9,3249.28,3250.28
09-03-2021,15,14:45 - 15:00,11650.7,13261,10172.9,10172.9,3299.75,3300.75
09-03-2021,16,15:00 - 15:15,11445.7,12680,9839.5,9839.5,3255.3,3256.3
09-03-2021,16,15:15 - 15:30,11693.7,12383.1,9897.3,9897.3,3429.23,3430.23
09-03-2021,16,15:30 - 15:45,12126.1,12191.4,10220.3,10220.3,3449.93,3450.93
09-03-2021,16,15:45 - 16:00,12337.4,11635.7,10097.2,10097.2,3690.57,3691.57
09-03-2021,17,16:00 - 16:15,12574.1,11393.8,10004.8,10004.8,3900.83,3901.83
09-03-2021,17,16:15 - 16:30,13269.8,11316,10467.8,10467.8,4401.33,4402.33
09-03-2021,17,16:30 - 16:45,13289.8,11181.5,10660.2,10660.2,4989.98,4990.98
09-03-2021,17,16:45 - 17:00,13639.8,11125.1,10927,10927,5250.36,5251.36
09-03-2021,18,17:00 - 17:15,12218.2,11267.2,10124.5,10124.5,4124.74,4125.74
09-03-2021,18,17:15 - 17:30,11853.4,10784.2,9846,9846,4341.71,4342.71
09-03-2021,18,17:30 - 17:45,11778.6,10613.3,9906.4,9906.4,4489.51,4490.51
09-03-2021,18,17:45 - 18:00,11415.4,10027.2,9483.9,9483.9,4999.16,5000.16
09-03-2021,19,18:00 - 18:15,9538.3,8978.8,8077.5,8077.5,4401.18,4402.18
09-03-2021,19,18:15 - 18:30,9151.2,8200,7368.5,7368.5,4950.21,4951.21
09-03-2021,19,18:30 - 18:45,10076.9,8043.7,7677.5,7677.5,5250.78,5251.78
09-03-2021,19,18:45 - 19:00,10600,7834.6,7797.6,7797.6,6000.46,6001.46
09-03-2021,20,19:00 - 19:15,11224.5,7704.9,7637.9,7637.9,6300.59,6301.59
09-03-2021,20,19:15 - 19:30,11009.9,7964.9,7897.9,7897.9,6300.08,6301.08
09-03-2021,20,19:30 - 19:45,10559.5,7690.6,7555.83,7555.83,5999.1,6000.1
09-03-2021,20,19:45 - 20:00,10422.1,7517.6,7425.6,7425.6,5869.8,5870.8
09-03-2021,21,20:00 - 20:15,9691.3,7563.3,7190.2,7190.2,5250.08,5251.08
09-03-2021,21,20:15 - 20:30,9375.1,7226,6902.9,6902.9,5250.12,5251.12
09-03-2021,21,20:30 - 20:45,8925.8,7212.8,6633.34,6633.34,4969.45,4970.45
09-03-2021,21,20:45 - 21:00,8227.1,7133,6415.4,6415.4,4410.58,4411.58
09-03-2021,22,21:00 - 21:15,8148.5,6809.8,5910.9,5910.9,4300.86,4301.86
09-03-2021,22,21:15 - 21:30,7274.3,6276.1,5209.9,5209.9,4079.68,4080.68
09-03-2021,22,21:30 - 21:45,6528.8,6418.1,4914.7,4914.7,3529.53,3530.53
09-03-2021,22,21:45 - 22:00,6174.4,6410.2,4667.2,4667.2,3449.49,3450.49
09-03-2021,23,22:00 - 22:15,6455.5,6260.2,4326.1,4326.1,3429.77,3430.77
09-03-2021,23,22:15 - 22:30,6792.3,6155.7,4659.1,4659.1,3449.9,3450.9
09-03-2021,23,22:30 - 22:45,6903.7,6124.9,4708.7,4708.7,3500.99,3501.99
09-03-2021,23,22:45 - 23:00,7041.6,6334.9,4890.8,4890.8,3529.62,3530.62
09-03-2021,24,23:00 - 23:15,7827.6,7042.4,5524,5524,3900.12,3901.12
09-03-2021,24,23:15 - 23:30,8389.8,7521.4,5860.1,5860.1,4099.71,4100.71
09-03-2021,24,23:30 - 23:45,8563.7,8159.4,6338.5,6338.5,3722.45,3723.45
09-03-2021,24,23:45 - 24:00,8752.7,8502.8,6587.84,6587.84,3699.61,3700.61
10-03-2021,1,00:00 - 00:15,10668.3,8703.7,7195,7195,3900.03,3901.03
10-03-2021,1,00:15 - 00:30,10717.6,9063.2,7452,7452,3666.43,3667.43
10-03-2021,1,00:30 - 00:45,10730.4,9432,7603.4,7603.4,3529.65,3530.65
